"ID_wyrobu","Opis_wyrobu","Kod FG","Nazwa_wyrobu","Data_wprowadzenia","Indeks CMJ","Waga jednostki netto","ID_rodzaj_wyrobu","Ilosc_w_pudle"
1116,"Core Mini gift cake ( RSPO-MB) 2020 - Waitrose","FG090609","-Core Mini gift cake ( RSPO-MB) 2020 - Waitrose",4.9.2020 00:00:00,"22M00169",150.00,9,12.00
1117,"Finest Iced Bar 400g ( RSPO-MB) 2020- TESCO","FG140715","-Finest Iced Bar 400g ( RSPO-MB) 2020- TESCO",9.6.2020 00:00:00,"22N00001",400.00,9,12.00
1118,"Finest Rich Fruit Round Cake 800g 2020- TESCO","FG140713","-Finest Rich Fruit Round Cake 800g (2020)- TESCO",16.7.2020 00:00:00,"22M00099",820.00,9,12.00
1119,"Finest AOI Cake 907g (RSPO-MB) 2020 - TESCO","FG140677","-Finest AOI Cake 907g (RSPO-MB) 2020 - TESCO",27.7.2020 00:00:00,"22M00126",907.00,9,4.00
1120,"Finest Mini Gift Cake (2020) 150g (RSPO-MB) - TESCO","FG140714","-Finest Mini Gift Cake (2020) 150g (RSPO-MB) - TESCO",17.7.2020 00:00:00,"22M00101",150.00,9,12.00
1121,"Finest 9 Mini Selection (RSPO-MB) 2020- TESCO","FG120225","-Finest 9 Mini Selection (RSPO-MB) 2020- TESCO",14.8.2020 00:00:00,"22T10038",169.00,1,12.00
1122,"5 Reindeer Mini Rolls (2020) (RSPO-MB, UTZ-MB)- TESCO","FG030263","-5 Reindeer Mini Rolls (RSPO-MB, UTZ-MB)2020 - TESCO",22.7.2020 00:00:00,"22C08069",142.00,2,12.00
1123,"Yule Log (2020)(RSPO-MB; UTZ-MB) - TESCO","FG040235","-Yule Log (RSPO-MB; UTZ-MB) 2020- TESCO",22.7.2020 00:00:00,"22C08048",260.00,2,12.00
1125,"5 Elf  Mini Rolls (RSPO-MB) 2020- ASDA","FG030273","-5 Elf  Mini Rolls (RSPO-MB) 2020- ASDA",30.10.2020 00:00:00,"22C08047",148.50,2,12.00
1126,"Favorina Mini Gift (RSPO-MB) 2020- LIDL","FG140801","-Favorina Mini Gift (RSPO-MB) 2020- LIDL",29.7.2020 00:00:00,"22M00162",150.00,9,12.00
1127,"Favorina Iced Bar 400g (RSPO-MB) 2020- LIDL","FG140796","-Favorina Iced Bar 400g (RSPO-MB) 2020- LIDL",21.7.2020 00:00:00,"22N00006",400.00,9,12.00
1128,"Favorina TIR (Holly Leaves)907g (RSPO-MB) 2020- LIDL","FG140798","-Favorina TIR (Holly Leaves)907g (RSPO-MB) 2020- LIDL",21.7.2020 00:00:00,"22M00096",907.00,9,12.00
1129,"Luxury Iced Bar (RSPO-MB) 2020-LIDL","FG140797","-Luxury Iced Bar (RSPO-MB) 2020-LIDL",20.7.2020 00:00:00,"22N00004",400.00,9,12.00
1134,"12 Luxury Mini Mince Pies (2020) - LIDL","FG020290","-12 Luxury Mini Mince Pies (2020)(RSPO-MB) - LIDL",30.7.2020 00:00:00,"22T10018",222.00,1,12.00
1135,"Luxury Rich Fruit  Round Cake 907g (2020)- LIDL","FG140799","-Luxury Rich Fruit  Round Cake 907g (2020)- LIDL",20.7.2020 00:00:00,"22M00127",907.00,9,8.00
1136,"12 Luxury Mini Mince Pies (2020) - LIDL Cypr","FG020301","-12 Luxury Mini Mince Pies (2020) - LIDL Cypr",10.8.2020 00:00:00,"22T10010",225.00,1,12.00
1137,"12 Luxury Mini Mince Pies (2020) - LIDL Malta","FG020302","-12 Luxury Mini Mince Pies (2020)-LIDL Malta",26.10.2020 00:00:00,"22T10009",225.00,1,12.00
1138,"Favorina Iced Bar 400g (RSPO-MB) 2020- LIDL","FG140802","-Favorina Iced Bar 400g (RSPO-MB) 2020- LIDL Malta",14.8.2020 00:00:00,"22N00010",400.00,9,12.00
1143,"Raspberry swiss Roll - Stephensons (Morrisons)","FG040243","-Raspberry swiss Roll (RSPO-SG) - Stephensons (Morrisons)",20.8.2020 00:00:00,"22R00109",195.00,3,12.00
1144,"Chocolate Swiss Roll - Stephensons (Morrisons)","FG040242","-Chocolate Swiss Roll (RSPO-SG) - Stephensons (Morrisons)",31.8.2020 00:00:00,"22R00108",195.00,3,12.00
1145,"MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL","FG140800","-MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL",17.7.2020 00:00:00,"22M00124",1000.00,9,6.00
1146,"MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL Malta","FG140803","-MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL Malta",17.7.2020 00:00:00,"22M00148",1000.00,9,6.00
1147,"MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL Cypr","FG140804","-MIX Luxury AOI Stencil Cake 1000g(RSPO-MB) 2020- LIDL Cypr",17.7.2020 00:00:00,"22M00163",1000.00,9,6.00
1151,"MIX Celebration  Cake (RSPO-MB) 9''-ALDI","FG090610","-MIX Celebration  Cake (RSPO-MB; UTZ-MB) 9''-ALDI -BREXIT",14.9.2020 00:00:00,"22M00170",900.00,8,4.00
1152,"8 Chocolate Nom Noms -  Freemans","FG220101","8 Chocolate Nom Noms (RSPO-SG)-Freemans",20.9.2014 00:00:00,"22C08085",135.20,2,12.00
1153,"Hoppers 9 Assorted Jam Tarts (RSPO-MB)- Iceland","FG120242","Hoppers 9 Assorted Jam Tarts (RSPO-SG)- Iceland",17.9.2020 00:00:00,"22T00253",270.00,1,16.00
1154,"MIX Jaffa & Titan Cake Bars (RSPO-SG; RA-MB)- ALDI","FG220099","-MIX Jaffa & Titan Cake Bars (RSPO-SG;RA-MB)- ALDI",28.9.2020 00:00:00,"22C08121",127.25,2,28.00
1155,"Torcik Jaffa Perfetto (RSPO-MB; RA-MB) ALDI","---","Torcik Jaffa Perfetto (RSPO-MB;RA-MB) ALDI",23.6.2021 00:00:00,"22C04733",38.00,2,40.00
1156,"Cytrynowe miniroladki z kremem o smaku waniliowym z białą dekoracją RSPO-SG - Cabico","CAB001","6 Lemon mini rolls (RSPO-SG)- Cabico",23.2.2021 00:00:00,"22C09014",150.00,2,12.00
1157,"Truskawkowe miniroladki z kremem o smaku waniliowym z różową dekoracją RSPO-MB - Cabico","CAB002","6 Strawberry mini rolls (RSPO-SG)- Cabico",23.2.2021 00:00:00,"22C09016",150.00,2,12.00
1158,"Miniroladki oblane w czekoladzie RSPO-SG- Poundland","FG030281","-SWIC 10 Chocolate Mini Rolls (RSPO-SG)- Poundland",14.12.2020 00:00:00,"22C09013",260.00,2,12.00
1159,"8 babeczek z kremem kakaowym w mlecznej czekoladzie (RSPO-SG)","ALD001","Babeczki kakaowe (RSPO-SG)- ALDI",1.3.2021 00:00:00,"22C00800",111.20,2,12.00
1160,"8 babeczek z kremem kakaowym w mlecznej czekoladzie (RSPO-SG)","C001","-Babeczki kakaowe (RSPO-SG)-CMJ",13.11.2020 00:00:00,"22C00801",111.20,2,12.00
1161,"Jagodowe miniroladki z kremem o smaku waniliowym i kakaową dekoracją RSPO-SG-Royal","ROY009","-6 Blueberry Mini rolls ( RSPO-SG) - Royal",23.2.2021 00:00:00,"22C09019",150.00,2,16.00
1162,"Cytrynowe miniroladki z kremem o smaku waniliowym z białą dekoracją RSPO-SG-Royal","ROY008","-6 Lemon Mini rolls ( RSPO-SG) - Royal",23.2.2021 00:00:00,"22C09017",150.00,2,16.00
1163,"Truskawakowe miniroladki z kremem o smaku waniliowym z różową dekoracją RSPO-SG - Royal","ROY010","-6 Strawberry Mini rolls ( RSPO-SG) - Royal",23.2.2021 00:00:00,"22C09018",150.00,2,16.00
1166,"6 mini roladek czekoladowych 150g (GK013)( 5+1)","GK013","6 Mini Rolls Chocolate deco (GK013)- (RSPO-MB)",12.2.2021 00:00:00,"22C20039",150.00,2,12.00
1167,"5 Mini Rolls Chocolate deco (GK012)- Hoppe (RSPO-MB)","GK012","5 Mini Rolls Chocolate deco (GK012)(RSPO-MB)",12.2.2021 00:00:00,"22C20040",125.00,2,12.00
1169,"Standard AOI (2021) 907g Co-op","FG140786","-Standard AOI Triple Holly Leaves Cake (2021) 907g (RSPO-SG)- Co-op",8.7.2021 00:00:00,"22M00133",907.00,9,6.00
1170,"Standard Iced Bar 400g (2021)(RSPO-SG)- Co-op","FG140787","-Standard Iced Bar 400g (2021)(RSPO-SG)- Co-op",28.6.2021 00:00:00,"22N00007",400.00,9,12.00
1171,"Core Mini Gift Cake (Bow) 150g - ASDA","FG140805","-Core Mini Gift Cake (RSPO-SG) 2021- ASDA",13.7.2021 00:00:00,"22M70001",150.00,9,12.00
1172,"12 Extra Special Mini Minice Pies (2021)- ASDA","FG020287","-12 Extra Special Mini Minice Pies (2021)-ASDA",21.6.2021 00:00:00,"22T10024",246.00,1,12.00
1173,"12 Finest Mini Mince Pies (2021) - TESCO","FG020209","-Finest 12 Mini Mince Pies (2021)TESCO",6.7.2021 00:00:00,"22T10021",247.20,1,12.00
1174,"9 Finest Mini's Selection Pack (2021) RSPO-SG TESCO","FG120225","-9 Finest Mini's Selection Pack (2021) UTZ-MB TESCO",8.10.2021 00:00:00,"22T10038",169.50,1,12.00
1176,"Standard Yule Log (RSPO-SG) 2021 TESCO","FG040235","-Standard Yule Log (RSPO-SG) 2021 TESCO",20.9.2021 00:00:00,"22C08048",260.00,2,12.00
1177,"5 Reindeer Mini Rolls (RSPO-SG) 2021 TESCO","FG030263","-5 Reindeer Mini Rolls (RSPO-SG, UTZ-MB) 2021 -TESCO",28.9.2021 00:00:00,"22C08069",142.00,2,12.00
1178,"Standard Iced Bar (2021) 400g- ICELAND","FG140788","-Standard Iced Bar (2021) 400g - ICELAND PLU:59762",29.7.2021 00:00:00,"22N00003",400.00,9,12.00
1179,"Luxury Iced Bar (RSPO-SG) 2021- ICELAND","FG140790","-Luxury Iced Bar 400g 2021- ICELAND",6.9.2021 00:00:00,"22N00002",400.00,9,12.00
1180,"Finest Iced Bar (Snowflake) (RSPO-SG) 2021- TESCO","FG140715","-Finest Iced Bar 400g (RSPO-SG) 2021- TESCO",3.8.2021 00:00:00,"22N00001",400.00,9,12.00
1181,"Standard Rich Fruit Round Cake (2021) 800g - ICELAND","FG140807","-Standard Rich Fruit Round Cake (2021) 800g - ICELAND PLU:87594",3.9.2021 00:00:00,"22M70003",800.00,9,8.00
1182,"Finest Rich Fruit Round Cake 800g (2021) TESCO","FG140713","-Finest Rich Fruit Round Cake 800g (2021)- TESCO",14.7.2021 00:00:00,"22M00099",820.00,9,12.00
1183,"Core Mini Gift Cake RSPO-SG (2021) -WAITROSE","FG140806","-Core Mini Gift Cake 150g (2021) (RSPO-SG) - WAITROSE",19.7.2021 00:00:00,"22M70002",150.00,9,12.00
1184,"Luxury AOI Cake (Snowflake) 2021 ICELAND","FG140791","-Luxury AOI Cake (Snowflake) PLU:59760 2021 ICELAND",3.9.2021 00:00:00,"22M70004",1000.00,9,4.00
1185,"Standard TIR Cake (Nordic Star) 907g (2021) ICELAND","FG140789","-Standard TIR Cake (Nordic Star) 907g (2021) ICELAND",3.9.2021 00:00:00,"22M00095",907.00,9,12.00
1186,"Finest Mini Gift Cake (Star) (2021) 150g (RSPO-SG)- TESCO","FG140714","-Finest Mini Gift Cake (2021) 150g (RSPO-SG)-TESCO",6.8.2021 00:00:00,"22M00101",150.00,9,12.00
1187,"Finest AOI Cake (Snowflake) 907g (2021) TESCO","FG140677","-Finest AOI Cake 907g (RSPO-SG) 2021-TESCO",20.8.2021 00:00:00,"22M00126",907.00,9,4.00
1188,"By Sainsbury Mini Gift Cake (Tree) 150g (2021) Sainsbury's","FG090614","-Mini Gift Cake (RSPO-SG) 150g (2021) Sainsbury's",26.7.2021 00:00:00,"22M70005",150.00,9,12.00
1189,"Standard Mini Gift Cake 150g (2021) TESCO","FG140693","-Standard Mini Gift Cake 150g (2021) (RSPO-SG)- TESCO",24.8.2021 00:00:00,"22M00067",150.00,9,12.00
1191,"SAINSBURY'S 5 Mini Christmas Yule Pups (2021)","FG030284","-5 Mini Christmas Yule Pups (RSPO-SG)(2021) Sainsbury's",6.10.2021 00:00:00,"22C08045",135.00,2,12.00
1192,"12 Luxury Mini Mince Pies (2021) (RSPO-SG)- LIDL","FG020315","-12 Luxury Mini Mince Pies (2021)- LIDL",27.8.2021 00:00:00,"22T60001",222.00,1,12.00
1193,"Favorina Iced Bar (RSPO-SG) 2021 LIDL","FG140796","-Favorina Iced Bar 400g (RSPO-SG) 2021 LIDL",6.9.2021 00:00:00,"22N00006",400.00,9,12.00
1194,"Luxury Iced Bar 400g (RSPO-SG) 2021 LIDL","FG140797","-Luxury Iced Bar (Holly Leaves) 400g (RSPO-SG) 2021 LIDL",8.10.2021 00:00:00,"22N00004",400.00,9,12.00
1195,"Favorina Mini Gift 150g (RSPO-SG) 2021 LIDL","FG140814","-Favorina Mini Gift 150g (RSPO-SG) 2021 LIDL",21.9.2021 00:00:00,"22M70006",150.00,9,12.00
1196,"Favorina Iced Bar (RSPO-SG) 2021 LIDL Malta/Włochy","FG140810","-Favorina Iced Bar 400g (RSPO-SG) 2021 LIDL- Włochy",6.9.2021 00:00:00,"22N00010",400.00,9,12.00
1197,"Luxury All Over Iced 1kg (RSPO-SG) 2021 LIDL","FG140811","-Luxury All Over Iced (Stencil) 1kg (RSPO-SG) 2021 LIDL",20.9.2021 00:00:00,"22M70010",1000.00,9,6.00
1198,"Luxury RFR 800g (RSPO-SG) 2021 LIDL","FG140799","-Luxury RFR 907g  2021 LIDL",15.9.2021 00:00:00,"22M00127",907.00,9,8.00
1199,"6 Luxury Mince Pies (RSPO-SG) 2021 LIDL","FG020312","-6 Luxury Mince Pies 2021 LIDL",1.9.2021 00:00:00,"22T10148",360.00,1,15.00
1200,"6 Luxury Mince Pies 2021 ICELAND","FG020310","-6 Luxury Mince Pies 2021 ICELAND",8.10.2021 00:00:00,"22T10202",351.00,1,15.00
1201,"5 Mr Bruce Mini Rolls (2021)(RSPO-SG;UTZ-MB)- ASDA","FG030285","-5 Mr Bruce Mini Rolls (2021)(RSPO-SG;UTZ-MB)- ASDA",3.11.2021 00:00:00,"22C08046",146.00,2,12.00
1203,"6 Luxury Mince Pies (RSPO-SG) 2021 LIDL","FG020320","-6 Luxury Mince Pies 2021 LIDL Cypr",1.9.2021 00:00:00,"22T10149",360.00,1,15.00
1204,"6 Luxury Mince Pies (RSPO-SG) 2021 LIDL","FG020313","-6 Luxury Mince Pies 2021 LIDL Włochy",1.9.2021 00:00:00,"22T10150",360.00,1,15.00
1205,"6 Luxury Mince Pies (RSPO-SG) 2021 LIDL","FG020314","-6 Luxury Mince Pies 2021 LIDL Serbia",1.9.2021 00:00:00,"22T10151",360.00,1,15.00
1206,"Luxury All Over Iced 1kg (RSPO-SG) 2021 LIDL","FG140812","-Luxury All Over Iced (Stencil) 1kg (RSPO-SG) 2021 LIDL Cypr",20.9.2021 00:00:00,"22M70011",1000.00,9,6.00
1207,"Luxury All Over Iced 1kg (RSPO-SG) 2021 LIDL","FG140813","-Luxury All Over Iced (Stencil) 1kg (RSPO-SG) 2021 LIDL Włochy",20.9.2021 00:00:00,"22M70012",1000.00,9,6.00
1208,"Favorina Iced Bar (RSPO-SG)LIDL- Cypr","FG140809","-Favorina Iced Bar 400g (RSPO-SG) 2021 LIDL- Cypr",29.10.2021 00:00:00,"22N00011",400.00,9,12.00
1209,"Favorina TIR 907g (RSPO-SG) 2021 LIDL","FG140808","-Favorina TIR 907g (RSPO-SG) 2021 LIDL",6.9.2021 00:00:00,"22M70007",907.00,9,12.00
1210,"12 Luxury Mini Mince Pies (2021) (RSPO-SG)- LIDL","FG020316","-12 Luxury Mini Mince Pies (2021)- LIDL Cypr",27.8.2021 00:00:00,"22T60002",222.00,1,12.00
1211,"12 Luxury Mini Mince Pies (2021) - LIDL","FG020317","-12 Luxury Mini Mince Pies (2021)- LIDL Włochy",27.8.2021 00:00:00,"22T60003",222.00,1,12.00
1212,"12 Luxury Mini Mince Pies (2021) (RSPO-SG)- LIDL","FG020318","-12 Luxury Mini Mince Pies (2021)- LIDL Rumunia",27.8.2021 00:00:00,"22T60004",222.00,1,12.00
1292,"Standard 8 Chocolate Swirly Bites 2023 TESCO","FG090518","Standard 8 Chocolate Swirly Bites(RSPO-SG;RA-MB) 2023  TESCO",31.8.2023 00:00:00,"22C00110",151.20,2,12.00
1293,"Standard Yule Log (RSPO-SG) 2023 TESCO","FG040235","Standard Yule Log (RSPO-SG;RA-MB)2023  TESCO",13.7.2023 00:00:00,"22C08048",260.00,2,12.00
1294,"5 Snowmen Mini Rolls (RSPO-SG, RA-MB)  -TESCO","FG030292","5 Snowman Mini Rolls (RSPO-SG, RA-MB)2023 -TESCO",5.9.2023 00:00:00,"22C08125",142.50,2,12.00
1295,"2 Mini Mince Pies -TESCO","FG020382","2 Mini Mince Pies 2023 -TESCO",13.10.2023 00:00:00,"22T60007",41.20,1,24.00
1296,"9 Medium All Butter Mince Pies 2023- Waitrose","FG020384","9 All Butter Mini Mince Pies 2023- Waitrose",26.7.2023 00:00:00,"22T50004",270.90,1,12.00
1298,"Standard TIR Cake 2023- Iceland","FG140789","Standard TIR Cake 2023- Iceland",5.6.2023 00:00:00,"22M00095",907.00,9,12.00
1299,"Standard Iced bar 2023-Iceland"," FG140788","Standard Iced bar 2023-Iceland",8.8.2023 00:00:00,"22N00003",400.00,9,12.00
1300,"9 Mini Mince Pies 2023- Nico Foods- mrożony","FG020359","9 Mini Mince Pies 2023( RSPO-SG)- Nico Foods- mrożony",31.5.2023 00:00:00,"22T50003",235.80,1,8.00
1301,"9 Mini Mince Pies 2023- Nico Foods- świeży","FG020358","9 Mini Mince Pies 2023(RSPO-SG)- Nico Foods- świeży",5.7.2023 00:00:00,"22T50002",235.80,1,8.00
1302,"9 All Butter Mini mince pies 2023- Dunnes","FG020385","9 All Butter Mini mince pies 2023- Dunnes",3.10.2023 00:00:00,"22T50006",201.00,1,12.00
1303,,"FG020395","9 Mini Mince Pies 2023(RSPO-SG)- Brakes - mrożony",21.8.2023 00:00:00,"22T50011",226.80,1,8.00
1304,"9 Mini Mince Pies 2023- Brakes- świeży","FG020394","9 Mini Mince Pies 2023(RSPO-SG)- Brakes- świeży",21.8.2023 00:00:00,"22T50005",226.80,1,8.00
1305,"Core Mini Gift Cake 2023 (RSPO-SG) -Waitrose","FG140823","Core Mini Gift Cake 2023 (RSPO-SG) -Waitrose",30.5.2023 00:00:00,"22M70002",150.00,9,12.00
1306,"27 Mini Mince Pies 2023- Bookers","FG020383","27 Mini Mince Pies 2023 (RSPO-SG)- Bookers",13.7.2023 00:00:00,"22T50008",756.00,1,6.00
1308,"Premium Iced Bar Mary Berry (RSPO-SG) 2023- ICELAND","FG140822","Premium Iced Bar 400g 2023- ICELAND",5.6.2023 00:00:00,"22N00002",400.00,9,12.00
1309,"12 Luxury Mini Mince Pies (2023)- LIDL","FG020315","12 Luxury Mini Mince Pies (2023)- LIDL",31.7.2023 00:00:00,"22T60001",222.00,1,12.00
1310,"Favorina Iced Bar (RSPO-SG) LIDL","FG140796","Favorina Iced Bar 400g (RSPO-SG) 2023 LIDL",11.7.2023 00:00:00,"22N00006",400.00,9,12.00
1311,"Luxury Iced Bar 400g (RSPO-SG) LIDL","FG140797","Luxury Iced Bar (Holly Leaves) 400g (RSPO-SG) 2023 LIDL",31.7.2023 00:00:00,"22N00004",400.00,9,12.00
1312,"Favorina Mini Gift 150g (RSPO-SG) LIDL","FG140814","Favorina Mini Gift 150g (RSPO-SG) 2023 LIDL",7.7.2023 00:00:00,"22M70006",150.00,9,12.00
1313,"Luxury All Over Iced (RSPO-SG) LIDL 2023","FG140824","Luxury All Over Iced 907g(RSPO-SG) 2023 LIDL",19.7.2023 00:00:00,"22M70010",907.00,9,6.00
1314,"Luxury RFR LIDL","FG140799","Luxury RFR 907g 2023 LIDL",2.8.2023 00:00:00,"22M00127",907.00,9,8.00
1315,"6 Luxury Mince Pies -LIDL","FG020312","6 Luxury Mince Pies 2023 LIDL",19.7.2023 00:00:00,"22T10148",360.00,1,15.00
1316,"Favorina TIR 907g (RSPO-SG) LIDL","FG140808","Favorina TIR 907g (RSPO-SG) 2023 LIDL",17.7.2023 00:00:00,"22M70007",907.00,9,12.00
1317,"Torcik Jaffa Perfetto (RSPO-MB; RA-MB) ALDI","---","-Torcik kakaowy Perfetto (RSPO-MB;RA-MB) ALDI",23.6.2021 00:00:00,"22C04730",38.00,2,40.00
1318,"Torcik Jaffa Perfetto (RSPO-MB; RA-MB) ALDI","---","-Torcik Jaffa Perfetto (RSPO-MB;RA-MB) ALDI",23.6.2021 00:00:00,"22C04731",38.00,2,40.00
1319,"The Best 9 Mini Mince Pies 2023-Morrisons","FG020391","The Best 9 Mini Mince Pies 2023-Morrisons",8.8.2023 00:00:00,"22T50010",270.00,1,12.00
1320,"6 Assorted Jam Tarts (RSPO-SG)- One Stop","FG120270","6 Assorted Jam Tarts (RSPO-SG)- One Stop",13.9.2023 00:00:00,"22T00207",180.00,1,12.00
1321,"Rose Bouquet 2023 (RSPO-SG)-TESCO","FG090625","Rose Bouquet 2023 (RSPO-SG)-TESCO",26.9.2023 00:00:00,"22M00174",1055.00,8,2.00
1322,"5 Reindeer Mini Rolls (RSPO-SG)-Sainsbury","FG030295","5 Reindeer Mini Rolls (RSPO-SG) 2023-Sainsbury",13.10.2023 00:00:00,"22C08045",125.00,2,12.00
1323,"9 medium Mince Pies-Bidfood","FG020397","9 Mini Mince Pies (RSPO-SG)2023-Bidfood",6.7.2023 00:00:00,"22T50009",226.80,1,8.00
1324,"Princess Tiara Cake 2023(RSPO-SG)-TESCO","FG090624","Princess Tiara Cake 2023(RSPO-SG)-TESCO",25.9.2023 00:00:00,"22M00173",1112.00,8,2.00
1329,"Standard Iced Bar 400g (RSPO-SG) 2023 - Cabico","CAB0050","Standard Iced Bar 400g (RSPO-SG) 2023 - Cabico",26.9.2023 00:00:00,"22N00014",400.00,9,12.00
1330,"6 Assorted Jam Tarts (RSPO-SG)-Aldi","FG120233","Holly Lane 6 Assorted Jam Tarts (RSPO-SG)-ALDI",16.8.2023 00:00:00,"22T00101",180.00,1,12.00
1331,"MIX Jaffa & Dreemy Cake Bars (RSPO-SG;RA-MB)- ALDI","FG220109","MIX Jaffa & Dreemy Cake Bars (RSPO-SG;RA-MB)- ALDI",21.9.2023 00:00:00,"22C08128",119.75,2,14.00
1332,"Ms Molly's Chocolate Celebration Cake - TESCO","FG090605","Ms Molly's Chocolate Celebration Cake (RSPO-SG;RA-MB) 2023 - TESCO",28.9.2023 00:00:00,"22M00166",934.00,8,6.00
1337,"Beverly Manor 6 Strawberry Mini Rolls (RSPO-SG)- ALDI","FG030296","BM 6 Strawberry Mini Rolls (RSPO-SG)- ALDI",18.12.2023 00:00:00,"22C08131",114.00,2,14.00
1343,"MIX Choceour & Dreemy Cake Bars (RSPO-SG;RA-MB)- ALDI","FG220113","MIX Choceur & Dreemy Cake Bars (RSPO-SG;RA-MB)- ALDI",8.12.2023 00:00:00,"22C08130",112.00,2,14.00
1344,"MIX Jaffa & Titan Cake Bars (RSPO-SG;RA-MB)- ALDI","FG220112","MIX Jaffa & Titan Cake Bars (RSPO-SG;RA-MB)- ALDI",8.12.2023 00:00:00,"22C08129",127.25,2,14.00
1345,"Biscotto Torcik czekoladowy 38g*40 (RSPO-MB; RA-MB)","---","Biscotto Torcik czekoladowy (RSPO-MB; RA-MB)-ALDI",13.12.2023 00:00:00,"22C04734",38.00,2,40.00
1346,"Biscotto Torcik Jaffa 38g*40 (RSPO-MB, RA-MB)","---","Biscotto Torcik Jaffa (RSPO-MB, RA-MB)-ALDI",13.12.2023 00:00:00,"22C04735",38.00,2,40.00
478,"Standard Royal Iced - Morrisons","FG140664","-Standard Royal Iced - Morrisons (2014)",7.9.2014 00:00:00,"22M00042",900.00,8,4.00
480,"Standard AOI Reindeer - Morrisons","FG140660","-Standard AOI Reindeer - Morrisons (2014)",5.9.2014 00:00:00,"22M00038",900.00,8,4.00
481,"Signatur AOI Snowflake - Morrisons","FG140666","-Signature Shimmering Snowflake Christmas Cake Infuse with Brandy - Morrisons (2014)",18.6.2014 00:00:00,"22M00045",1200.00,7,4.00
482,"Signature AOI Tree - Morrisons","FG140667","-Signature Golden Tree Christmas Cake Infused with Brandy - Morrisons (2014)",18.6.2014 00:00:00,"22M00046",1000.00,8,4.00
483,"Signature Nut  Cluster - Morrisons","FG140668","-Signature Jewelled Fruit&Nut Chrismas Cake - Morrisons (2014)",18.6.2014 00:00:00,"22M00047",1000.00,8,4.00
485,"Signature AOI Poinsettia - Morrisons","FG140669","-Signature Festive Christmas Cake infused with Brandy - Morrisons(Poinsettia) (2014)",18.6.2014 00:00:00,"22M00044",500.00,8,6.00
490,"Luxury All Over Iced -Iceland 1200e","FG140676","-Luxury AOI - Iceland (2014)",12.9.2014 00:00:00,"22M00053",1200.00,8,4.00
491,"Top Iced Round - Iceland 681e","FG140675","-Top Iced Round - Iceland (2014)",12.9.2014 00:00:00,"22M00052",681.00,8,12.00
492,"Standard AOI Button Cake - TESCO","FG140670","-Standard AOI Button Cake - TESCO (2014)",7.9.2014 00:00:00,"22M00050",1000.00,8,4.00
494,"Finest AOI Holly - TESCO","FG140677","-Finest AOI Holly - TESCO (2014)",7.7.2014 00:00:00,"22M00054",907.00,8,4.00
497,"6 Mini Raspberry Trifle Pies - TESCO","FG190010","-6 Mini Raspberry Trifle Pies - TESCO (2014)",26.8.2014 00:00:00,"22T10026",123.00,1,12.00
499,"AOI Xmas - Traidcraft","FG140679","-AOI Xmas - Traidcraft",23.7.2014 00:00:00,"22M00033",907.00,8,4.00
501,"12 Luxury Mini Mince Pies - Assortment","FG020213","-12 Luxury Mini Mince Pies - Assortment (2014)",10.10.2014 00:00:00,"22T10023",240.00,1,12.00
502,"15 Jaffa Cake Bites - ASDA","FG240009","-15 Jaffa Cake Bites",28.8.2014 00:00:00,"22C00106",277.50,2,4.00
503,"15 Mini Caramel Cake Bites - ASDA","FG240008","-15 Mini Caramel Cake Bites",28.8.2014 00:00:00,"22C00105",285.00,3,4.00
504,"15 Mini Jazzie Cake Bites - ASDA","FG240010","-15 Mini Jazzie Cake Bites",11.8.2014 00:00:00,"22C00107",292.50,2,4.00
505,"15 Mini Mallow Cake Bites -ASDA","FG240011","-15 Mini Mallow Cake Bites",11.8.2014 00:00:00,"22C00108",292.50,2,4.00
506,"Charlie the Chocolate Gingerbread Man","FG090519","-Charlie the Chocolate Gingerbread Man (RSPO-MB)",8.7.2014 00:00:00,"22C00104",1443.00,2,2.00
507,"12 ES Mini Tarts - choco orange, salted caramel","FG120203","-12 ES Mini Tarts - choco orange, salted caramel",7.10.2014 00:00:00,"22T10028",240.00,1,12.00
508,"TOE-CURLING Tub of Mini Rolls","FG030234","-TOE-CURLING Tub of Mini Rolls",23.9.2014 00:00:00,"22C00109",285.00,2,8.00
509,"M&M's Sofa Cake","FG090529","-M&M's Sofa Cake",16.4.2014 00:00:00,"22M00035",1587.00,8,2.00
510,"Happy Birthday Cubes - TESCO","FG090513","-Happy Birthday Cubes - TESCO (RSPO-MB)",11.8.2014 00:00:00,"22C00103",749.90,2,2.00
512,"Galaxy Traybake","FG080052","-Galaxy Treat Cake",1.9.2014 00:00:00,"22S00007",675.00,7,4.00
513,"Farmyard Friends","FG090485","-Farmyard Friends",4.8.2014 00:00:00,"22M00022",975.00,8,1.00
514,"Everyday Essentials 6 Mine Pies -ALDI","FG020193","-Everyday Essentials 6 Mince  Pies -ALDI (2014)",3.9.2014 00:00:00,"22T10031",234.00,1,12.00
